product_details,product_name,specifications
" Product Details  As low as $1.39 per round over spot This stunning 1 oz Silver round features a beautiful design of the Aztec Calendar Sun Stone in spectacular detail.  Round Highlights:   Contains 1 oz of .999 fine Silver. Individual rounds come in protective packaging. Multiples of 20 come in plastic tubes and boxes contain multiples of 500. Obverse: Depicts the famous Aztec Calendar stone. The design is in a circular shape resembling a sun, with rays emanating outward. In the center is the face of the Aztec solar deity, Tonatiuh, which gives the monolith its alternate name the Sun Stone. Reverse: depicts the striking left portrait of Cuauhtemoc, the last Aztec Emperor of Tenochtitlan. The name Cuauhtemoc means ""Descending Eagle,"" as in the moment when an eagle folds its wings and plummets down to strike its prey. He wears the traditional headdress and ear ornaments of the Aztec elite, and is surrounded by an Aztec border as well as the inscriptions of his name and the metal content, weight, and purity. Made in the U.S.A. Protect and display your Silver round in style by adding an attractive presentation box recommended for this round. Add this 1 oz Silver Round to your cart today!  ",1 oz Silver Round - Aztec Calendar,"Product ID: 179489,  Year: N/A,  Grade: None,  Grade Service: None,  Metal Content: 1 troy oz,  Purity: .999,  Thickness: 4.6 mm,  Diameter: 39.04 mm,  Outer Pack: 500,  "
" Product Details  As low as $0.79 per round over spot This 1/10 oz Silver round takes its design from one of the most beloved coins in American history: the Walking Liberty Half Dollar. These fractional rounds are an affordable way to invest in quality Silver bullion (mintmark and designs may vary).  Round Highlights:   Contains 1/10 oz of .999 fine Silver. Individual rounds come in protective packaging. Multiples of 50 come in plastic tubes. The design of these rounds is based on the original coin issued by the U.S. Mint. These rounds carry no actual face value. Obverse: Adapted from Adolph A. Weinman’s classic 1916 design of Lady Liberty draped in an American flag, carrying branches of laurel and oak, symbolizing both civil and military glory. Reverse: Various designs. Dimensions may vary slightly. Protect your 1/10 oz Walking Liberty Silver round in style by adding a protective plastic capsule to your order. Fractional Silver is an easy way to add Silver to your investment portfolio at a lower cost. Add this APMEX 1/10 oz Silver Walking Liberty round to your cart today!  ",1/10 oz Silver Round - Walking Liberty,"Product ID: 60059,  Year: N/A,  Grade: None,  Grade Service: None,  Denomination: 1/10 oz,  Mint Mark: N/A,  Metal Content: 0.1 troy oz,  Purity: .999,  Thickness: 1.35 mm,  Diameter: 18 mm,  Inner Pack: 50,  "
" Product Details  As low as $0.79 per oz over spot These 10 oz APMEX Silver bars have a deep-mirror, prooflike finish and are guaranteed .999+ fine. The classic American eagle design adds an iconic beauty on top of the bullion content.  Bar Highlights:   Contains 10 oz of .999 fine Silver. Bars may or may not come sealed in plastic and dimensions may vary slightly. Obverse: Beautiful American eagle design common amongst APMEX products featuring 13 small stars representing the original colonies. This design is shown below the bar’s weight and purity. Reverse: APMEX logo and web address, weight and purity. Guaranteed by APMEX. Protect your Silver while in storage from the adverse effects of moisture in the air by adding these silica gel desiccants to your order. The 10 oz APMEX Silver Bar's attractive premium and larger metal content makes it a staple for any savvy investor's portfolio. Add this practical Silver investment to your cart today!   Related Searches  10 oz Silver Bars APMEX Silver Bars     Invest in 10 oz Silver bars for a Precious Metal that is valued for many industrial uses.  These 10 oz Silver bars from APMEX are an easy way to own a Precious Metal that has held its value throughout history. Silver bar investments are a good choice because the Silver value holds more easily than Precious Metals that are not as readily a part of everyday life, as Silver is used for so many things. Silver is used most in electrical products and electronic products, with Silver coins and medals a close second. Other common uses of Silver include photography, jewelry and Silverware. These various uses help maintain the Silver bars’ value, and makes buying 10 ounce Silver bars a no-brainer for a stable investment. These 10 oz Silver bars are also easy to store, so it is easy to keep your Silver investments securely in one place.    When buying 10 oz Silver bars, consider safe storage in a maximum-security facility.  Collecting 10 oz Silver bars is an excellent investment, so it is important to consider secure storage. Store your Silver bar investments in a home safe, or add these 10 oz Silver bars to your safe-deposit box. To secure your 10 ounce Silver bars, you can also take advantage of the Citadel Global Depository Services , a wholly-owned subsidiary of APMEX. Keep your 10 oz Silver bars and other Precious Metals at Citadel to take advantage of maximum-security storage, where valuables are managed by Brink’s, one of the world’s leading security companies.    10 ounce Silver bars by APMEX feature the patriotic artwork of an eagle and stars common to many APMEX products.      ",10 oz Silver Bar - APMEX,"Product ID: 27087,  Year: N/A,  Grade: None,  Grade Service: None,  Denomination: 10 oz,  Mint Mark: Varies,  Metal Content: 10 troy oz,  Purity: .999,  Thickness: 6.8 mm,  Outer Pack: 50,  "
" Product Details  As low as $19.99 per coin Featuring the iconic Silver Dollar design (1878-1921) by George T. Morgan, these Morgan Silver Dollars offer nostalgia along with value that benefits any numismatic collection.  Product Highlights:   Each coin contains .7734 oz of Pure Silver. Individual coins come in protective plastic bags. Multiples of 20 come in plastic tubes. Multiples of 100 come in 100-count bags. Multiples of 500 come in 500-count bags. Obverse: Left facing profile of Liberty wearing a Phrygian cap adorned with wheat and cotton balls in her hair. Reverse: Bald eagle with outstretched wings clutching an olive branch and arrows in its talons. 1921 (only) U.S. Mint issues from the following mints: * No Mintmark – Philadelphia * D – Denver * S – San Francisco Protect and display your Morgan Dollar Collection in style by adding an attractive album or holder to your order. These problem-free common date coins retain their original design elements and exhibit honest wear. Add this last year of the Morgan Silver Dollar to your cart today! These 1921 Morgan Dollars are of mixed mintmarks of P, D or S or may all be of the same mint determined by stock on hand. The Morgan Dollar holds a special place in U.S. coinage as it was the first coin to feature Lady Liberty with an American look, rather than the traditional Greek style. Her cap is adorned with wheat and cotton as a tribute to America's agricultural history. The image of the eagle was also updated for the Morgan Dollar, showing a proportionally correct eagle with beautifully designed feathers. He carries an olive branch, showing America's desire for peace, and is perched atop a bundle of arrows, signifying America's readiness to defend her borders against attack. The Morgan Dollar flooded the markets from 1878-1904. Nearly two decades after production halted, the Morgan Dollar was seen again for one year only, in 1921, due to a renewed desire for this iconic, beautiful design.   Related Searches  What is 90% Silver?     Collect 1921 Morgan Dollars that bear the name of their designer, George T. Morgan. 1921 Morgan Dollars feature the iconic Lady Liberty design that George T. Morgan designed for the launch of these beautiful Silver coins in 1878. Before designing Silver coins for the U.S. Mint, Morgan was a well-respected assistant engraver at the British Royal Mint, and it was this respect that earned him the recommendation from the British Royal Mint’s Director, Charles W. Fremantle, for the U.S. Mint job. Though the Silver bullion Morgan is best known for designing is the Morgan Silver Dollar, he also designed many other popular coins such as the Bland Dollar.    Scandal and intrigue surrounds 1921 Morgan Dollars. Before designing 1921 Morgan Dollars , engraver George T. Morgan needed to find a female model to help him create the Lady Liberty portrait he envisioned. Modeling for a Silver coin design, or any art for that matter, was considered scandalous and not something a proper woman would do. Eventually schoolteacher Anna Willess Williams agreed to model for the Silver bullion design under the strict provision that her identity remain anonymous because she could lose her job. Williams’ involvement with the Silver coins remained hidden for a while, though she did eventually lose her job when a newspaper reporter uncovered her secret years later.    The 1921 Morgan Dollar was released due to renewed desire for the Morgan Dollar design that had been discontinued in 1904.      ","1921 P, D, or S Mint Morgan Silver Dollars VG-XF (Random)","Product ID: 160,  Year: 1921,  Grade: Other,  Grade Service: None,  Denomination: $1.00,  Mint Mark: Varies,  Metal Content: 0.7734 troy oz,  Purity: .900,  Thickness: 3.1 mm,  Diameter: 38.1 mm,  "
" Product Details  As low as $0.89 per round over spot This fractional Silver round depicts the same proud Liberty used on the Standing Liberty Quarter from 1916-1930, and features a reeded edge. These rounds allow for an easy way to own a classic American design in .999 fine Silver.  Round Highlights:   Contains 1/4 oz of .999 fine Silver. Individual rounds come in protective plastic flips. Multiples of 20 may come in a plastic tube. The design of these rounds is based on the original coin issued by the U.S. Mint. These rounds carry no actual face value. Obverse: Adapted from Hermon A. MacNeil's depiction of Lady Liberty holding a shield and an olive branch, desiring peace but ready to defend her country. Reverse: An eagle flying from left to right with ""American Precious Metals Exchange"" above and the round's weight below. Guaranteed by APMEX. Protect your rounds from fingerprints by adding these cotton gloves to your order. The design on this 1/4 oz Silver round is a great way to add fractional Silver to your investment portfolio with a touch of beauty. Add this APMEX 1/4 oz Silver (Standing Liberty Quarter) round to your cart today!    The price of fractional Silver rounds depends on the refining process and final product.  When buying 1/4 oz Silver round bullion , it is important to know what you are paying for. The price for Standing Liberty quarter rounds starts with the spot price of Silver, which no one pays because it is the price of unfabricated Silver. You will pay the premium price of Silver rounds , which includes the cost of fabrication, distribution, a nominal dealer fee and any numismatic or collector value. Because prices for fractional Silver rounds and other Precious Metals are always based on these factors, you can buy Silver for the same price per troy ounce anywhere in the world.    The value of Silver rounds is bolstered by the many uses of Silver.  When buying 1/4 oz Silver rounds and other Silver bullion , you can watch for news about how Silver is used to keep an eye on demand in the market. If you melt down a Standing Liberty quarter round, for example, it has many uses in the medical world because of the strong antibacterial properties of Silver. The Silver in fractional Silver rounds can make dozens of connections in electronics, where Silver is prized for being the most conductive metal. Your Silver rounds stay shiny because Silver resists corrosion and oxidation, another property useful in industrial applications as well as for making Silver jewelry.    These fractional Silver rounds are an excellent way to own iconic American coin designs, featuring the 1916 Standing Liberty design, crafted in .999 fine Silver available at a low price point.      ",1/4 oz Silver Round - APMEX (Standing Liberty Quarter),"Product ID: 60934,  Year: N/A,  Grade: None,  Grade Service: None,  Denomination: 1/4 oz,  Mint Mark: N/A,  Metal Content: 0.25 troy oz,  Purity: .999,  Thickness: 1.79 mm,  Diameter: 26.57 mm,  Inner Pack: 20,  Outer Pack: 980,  "
" Product Details  As low as $7.99 per bar over spot Secondary market Gold bars are a popular way to invest in Gold bullion, often at low premiums. Although the Gold bars you receive could be perfect, nice, scruffy or somewhere in between, each of these bars is tested for Gold content and purity.  Bar Highlights:   Contains 1 gram (0.03215 oz) of .9999 fine Gold. Individual bars are presented in protective packaging. Obverse: Varies depending upon the bar that you receive. Reverse: Varies by bar. APMEX stands behind every 1 gram Gold bar in our vast inventory. Protect your investments from fingerprints by adding these cotton gloves to your order. Gram Gold bars offer high quality Gold at a lower price point than their full ounce counterparts. Add these secondary market 1 gram Gold bars to your portfolio today! The Gold bars you receive will be of our choosing limited to stock on hand.   Related Searches   What are Secondary Market Metals? How to Recycle Gold     How is the price of 1 gram Gold bars determined?  Gold, including 1 gram Gold bars , has been regarded as extremely valuable for thousands of years. Today, the price of Gold per ounce is affected by many different factors, including production, use by central bank reserves, the value of the U.S. dollar, global demand and the economic climate. As you browse Gold bars, check the live spot prices of Gold and you will notice that the Gold price changes every few seconds. Though the price of Gold bars may fluctuate, many view Gold as a way to balance investment portfolios because the value of Gold tends to be stable or rise when economies experience downturns.    When buying 1 gram Gold bars, timing is everything.  Savvy investors buy 1 gram Gold bars when the Gold spot price dips. As you consider Gold bullion purchases, sign up for APMEX’s Market Alerts , and receive a ping when the price of Gold hits your desired price. For alerts on specific Gold bars, sign up for Price Alerts and APMEX will contact you when the product is available at the price you want. With these services, buying Gold bullion is made easier.    Gram Gold bars are an excellent way to invest in Gold at a low price point.      ",1 gram Gold Bar - Secondary Market,"Product ID: 12477,  Year: N/A,  Grade: None,  Grade Service: None,  Denomination: 1 gram,  Mint Mark: N/A,  Metal Content: 0.0322 troy oz,  Purity: .9999,  Thickness: Varies mm,  Diameter: N/A mm,  Inner Pack: 100,  "
" Product Details The 1 oz Silver Buffalo Round pays tribute to America’s native tribes and the majestic, once endangered buffalo. James Earle Fraser’s design for the 1913 Buffalo Nickel has inspired both images featured on this round. Mintmark and designs may vary.  Round Highlights:   Contains 1 oz of .999 fine Silver. Individual rounds come in protective packaging. Multiples of 20 come in plastic tubes and boxes contain multiples of 500. The design of these rounds is based on the original coin issued by the U.S. Mint. These rounds carry no actual face value. Obverse: Depicts a Native American with the motto ”LIBERTY” on top right. Reverse: ""Black Diamond,"" an American bison (buffalo) atop a mound of dirt. Fraser sketched this design in the New York Central Park Zoo. Guaranteed by APMEX. Protect and display your Silver round in style by adding an attractive presentation box recommended for this round. James Earle Fraser's Indian Head nickel design is regarded among the best designs of any U.S. coin. Add this sought after Silver Buffalo Round to your cart today!  ",1 oz Silver Round - Buffalo,"Product ID: 97880,  Grade: None,  Grade Service: None,  Denomination: 1 oz,  Mint Mark: N/A,  Metal Content: 1 troy oz,  Purity: .999,  Thickness: 2.5 mm,  Diameter: 39.04 mm,  Inner Pack: 20,  Outer Pack: 500,  "
" Product Details  As low as $1.69 per oz over spot The Icons of Route 66 Series takes customers on a visual journey across the most famous highway in America. Starting in Illinois and ending in California, each shield features a unique landmark from all of the 8 states that Route 66 passes through.  Each highway shield is designed to match the instantly recognizable shape of the Route 66 road sign and includes the highway name. Learn more about the exciting Icons of Route 66 Series today. Shield Highlights:   Fifth of 8 Silver Icons of Route 66 Series Highway Shields. Limited-production run adds further collectible appeal. Unique, custom shield-shaped design. Contains 1 oz of .999 fine Silver. Comes in highway shield-shaped plastic capsule. Multiples of 10 will come in a sealed roll. Obverse: Features the Cadillac Ranch, located just outside Amarillo, Texas, peeking over Route 66 as it extends into the distance. ""Texas"" and ""Cadillac Ranch"" are shown above the image. Reverse: Reads ""Route 66"", similar to the iconic road sign, and lists the Silver weight and purity. Guaranteed by APMEX.  Proudly display and protect your entire 8 piece set of 1 oz Silver Icons of Route 66 Shields by adding this Icons of Route 66 License Plate Tin to your order. This fifth release of the Icons of Route 66 Series is a perfect way to continue the adventure. Add this 1 oz Silver Icons of Route 66 Texas Cadillac Ranch Highway Shield to your cart today! Fifth In Series: Texas Cadillac Ranch A staple to the stretch of Route 66 passing through the Lone Star State, the fifth Icons of Route 66 release features the Cadillac Ranch, a public art installation featuring a row of half-buried cars in a pasture along the famous highway. The installation, designed by a group of young artists from the area and funded by a local millionaire, showcases the evolution of the Cadillac during its famous tailfin era. The cars were buried in the ground in the condition they were purchased, however, years of graffiti and wear and tear have helped make this installation a truly unique work of art. This fifth release will be offered as a limited-production run , adding even greater collectible appeal on top of the truly one-of-a-kind design and .999 fine Silver content. Buy the Cadillac Ranch Silver Highway Shield today and start your own Icons of Route 66 collection. Icons of Route 66 Series After officially opening November 11, 1926, this 2,448-mile road became the backdrop for family road trips and spurred economic growth across the country. This two-lane highway connected Chicago with Los Angeles and provided a way to discover the beauty and quirkiness of America. The Icons of Route 66 Series takes some of the most unique and iconic landmarks that dotted the roadside of Route 66 and brings them to life in .999 fine Silver. From the first release featuring the towering Gemini Giant of Illinois, to the final release showcasing a true California icon, this Silver series is ideal for any collector of Route 66 or Americana items – or those who just want to take a ride down memory lane. This series will feature 8 of the iconic Route 66 landmarks representing each state along U.S. Route 66.   ",1 oz Silver - Icons of Route 66 Shield (Texas Cadillac Ranch),"Product ID: 167819,  Year: N/A,  Grade: None,  Grade Service: None,  Denomination: 1 oz,  Mint Mark: SMI,  Metal Content: 1 troy oz,  Purity: .999,  Thickness: 3.2 mm,  Diameter: 39 mm,  "
" Product Details  As low as $0.99 per oz over spot Sunshine Minting's respected and widely recognized name gets further authenticity for this 1 oz Silver bar with their innovative security feature, MintMark SI™. This unique feature helps verify the bar's origin and .999 fine Silver purity.  Bar Highlights:   Contains 1 oz of .999 fine Silver. Bars come sealed in plastic to protect their finish and design. Eligible for Precious Metals IRAs . Obverse: Sunshine Minting eagle with the sun and rays in the background stamped with the purity and weight. Reverse: A repeating pattern of rising suns with the MintMark SI™ feature in the center. Guaranteed by Sunshine Minting. Handle your investments with care by adding these cotton gloves to your order. Authenticate your new Sunshine Minting Silver bars with the Sunshine Mint Decoder Lens ! When viewed through Sunshine Minting's special decoder lens at one angle, the central design shows the word ""Valid,"" but when you turn the decoder lens ninety degrees, a sunburst appears. These two different views further verify your 1 oz Silver bar. Rest assured you are getting the highest quality Silver bars produced by Sunshine Mint, one of the most widely recognized and respected brands in the world. Add 1 oz Sunshine Silver Bars to your cart today!    Get 1 oz Silver bars at a lower price point without waiting for the Silver spot price to dip.  To buy 1 oz Silver bars at the price you desire, all you need to do is sign up for APMEX Market Alerts . Rather than watching the Silver spot price from your computer, phone or tablet, you can set up an alert to ping you when your desired price is reached. Another option for buying Sunshine Minting Silver bars is to set up an APMEX Price Alert for the specific Silver bars you want to purchase. Buying Silver when the Silver spot price dips has never been easier with these convenient tools.    1 oz Silver bars are ideal for Precious Metals IRAs.  All Sunshine Minting Silver bars , including these 1 oz Silver bars, meet the strict standards set by the Internal Revenue Service for use with Precious Metals IRAs . When purchasing Sunshine Minting Silver bars for a Precious Metals IRA, you do not take physical ownership of the Precious Metal; instead your investment must be held by a custodian. Should the Silver bullion in your Precious Metals IRA be sold, the profits can be tax deferred as long as you roll over the proceeds to another IRA account or keep the proceeds with your custodian for reinvestment. Before buying Silver for your Precious Metals IRA, contact an APMEX IRA specialist at (800) 418-0235 or by email, IRA@apmex.com .    This 1 oz Sunshine Silver bar bears one of the most innovative security features in bullion today: MintMark SI™, exclusive to Sunshine Minting.      ",1 oz Silver Bar - Sunshine (MintMark SI),"Product ID: 72282,  Year: N/A,  Grade: None,  Grade Service: None,  Denomination: 1 oz,  Mint Mark: N/A,  Metal Content: 1 troy oz,  Purity: .999,  Thickness: 2.7 mm,  Diameter: N/A mm,  Inner Pack: 20,  Outer Pack: 500,  "
" Product Details  As low as $4.49 per coin over spot This bullion Silver coin issued by the country of Barbados features one of the most unique fishes in the ocean, the Seahorse. This APMEXclusive® has a limited mintage of 10,000 coins.  Coin Highlights:   Mintage of 10,000. Contains 1 oz of .999 fine Silver. Coin comes in protective packaging. Obverse: Displays the Barbados coat of arms along with the face value and purity. The Golden Shield of the Arms carries two Pride of Barbados flowers (the National Flower) and the Bearded Fig Tree (ficus Citrifolia). On either side of the shield are the supporters-on the right is a dolphin symbolic of the fishing industry and on the left is a Pelican, after Pelican Island, a small outcrop later incorporated into the Deep Water Harbour development. Above the shield is a helmet and mantling and on a wreath is the arm and hand of a Bajan holding two crossed pieces of sugar cane symbolic of the sugar industry. The Coat of Arms carries the motto ""Pride and Industry."" Reverse: Features two Seahorses with graphic images of ocean life in the background. The two are facing each other. One Seahorse is an adult and the second Seahorse is a young adult. The name of the coin, purity and year of issue is also on the reverse.  Protect your coins and capsules from fingerprints by adding these cotton gloves to your order. A great Silver bullion coin for any collector. Add this beautiful Seahorse coin to your cart today! Seahorses are truly unique, and not just because of their unusual equine shape. Unlike most other fish, they are monogamous and mate for life. Rarer still, they are among the only animal species on Earth in which the male bears the unborn young. A baby seahorse is called a fry. Seahorses have lived longer than dinosaurs and they are still living now. Seahorses live in almost every ocean and in the deepest part of the ocean.   ",2019 Barbados 1 oz Silver Caribbean Seahorse BU,"Product ID: 188688,  Year: 2019,  Grade: Brilliant Unc,  Grade Service: Other,  Denomination: $1.00,  Mint Mark: Not Shown,  Metal Content: 1 troy oz,  Purity: .999,  Diameter: 39 mm,  Inner Pack: 5,  Outer Pack: 125,  "
" Product Details  As low as $1.99 per coin over spot Britannia has long represented resilience and strength, which continues in the 2019 release of this popular bullion coin.  Coin Highlights:   Contains 1 oz of .999 fine Silver. Coin comes in protective packaging. Multiples of 25 come in mint tubes. Multiples of 500 come in 20 mint tubes inside a monster box. Eligible for Precious Metals IRAs . Features The Royal Mint's guilloché obverse design. Obverse: Effigy of Her Majesty Queen Elizabeth II, along with the face value of 2 pounds. Reverse: Features the internationally recognized figure of Britannia standing firm against a powerful gale. Her image has symbolized Britain’s strength and integrity on coinage since Roman times. A radial sunburst design behind Britannia adds anti-counterfeiting protection Sovereign coin backed by the British government. Sovereign coin backed by the British government. Protect your Silver Britannia with this clear plastic capsule or display it in style by adding an attractive presentation box to your order. This 2019 Silver Britannia coin would be a great addition to any bullion collection. Add this 2019 1 oz Silver Britannia to your cart today!     Silver Britannia Coins from the U.K. When the United Kingdom decided to release the Silver Britannia, they wanted a design that would appeal to collectors and give a stamp of trust for investors. After 10 years of popularity for the Gold version, the 1 oz Silver Britannia was issued in 1997. The first issue had a low mintage of 20,000. Initially, this coin series was made with .958 fine Silver. Starting in 2013, the Silver used for the Britannia coin was improved to .999 fine quality. The face value of the coin is £2, although the Silver contained within is worth more. Great Britain prides itself on strength and tradition, which is why the Britannia design was chosen. Her powerful features and striking profile are the perfect attributes for a quality bullion coin. While it is true that Silver has a beauty all its own, the imagery used on different coins adds collectible value. Citizens of the U.K. are very fond of Britannia coins and make it a point to acquire pieces from every series.    1 oz Britannia Silver Coins with the Fifth Portrait of the Queen Each year, the Silver Britannia is struck with a likeness of Queen Elizabeth II on the obverse. The 2019 1 oz Britannia features what is called the Fifth Portrait, known as an elegant, mature representation of Her Majesty. This portrait was created by Jody Clark, an engraver at the Royal Mint. The denomination of 2 pounds sterling is also shown, along with the text “Elizabeth II.” On the reverse, the mythical Britannia stands tall, her garments blowing in the salty winds of the sea. The artwork is said to be inspired by the Roman goddess Boudica. This timeless figure was first used on the florins minted for Edward VII and was initially engraved by G.W. DeSaulles.    The Standing Britannia portrait seen on 2019 Silver Britannia coins was used initially on the florins of Edward VII from 1902 to 1910.      ",2019 Great Britain 1 oz Silver Britannia BU,"Product ID: 171390,  Year: 2019,  Grade: Brilliant Unc,  Grade Service: None,  Denomination: 2 Pounds,  Mint Mark: Not Shown,  Metal Content: 1 troy oz,  Purity: .999,  Thickness: 3 mm,  Diameter: 38.61 mm,  Outer Pack: 500,  "
" Product Details  As low as $19.49 per coin Peace Dollars were issued to commemorate peace after WWI. The Peace Dollar was designed by Anthony de Francisci, who won a competition searching for designs that embodied peace.  Product Highlights:   Each coin contains .7734 oz of Pure Silver. Designed by Anthony de Francisci. Individual coins come in protective plastic bags. Multiples of 20 come in plastic tubes. Multiples of 100 come in 100-count bags. Multiples of 500 come in 500-count bags. Obverse: Left facing profile of Liberty with a radiate crown similar to Roman coins. Reverse: A majestic Bald eagle perched on a rock clutching an olive branch in its talons. Protect your Morgan Silver Dollar Collection by adding a storage album to your Silver Dollar order. These coins exhibit only the slightest hint of wear and retain most of their original mint luster. Add several of these Almost Uncirculated Peace Dollars to your cart today! Dates on these random year coins will be of our choosing and may or may not vary, determined by stock on hand. The Peace Dollar is highly sought after by collectors, as it experienced one of the briefest minting periods of any U.S. currency and also was the last Silver Dollar to be minted. This popular design was minted from 1921 to 1928, then again in 1934 and 1935, due to changes in legislation. Anthony di Francisci's Peace Dollar was the result of a contest looking for a new dollar design. His unique rendition of Lady Liberty was based on the actual Statue of Liberty, resulting in a patriotic and familiar look. The eagle on the reverse clutches an olive branch in its talons, symbolizing peace and commemorating the peace seen after WWI.    Related Searches  What is 90% Silver?     ",1922-1935 Peace Silver Dollar AU (Random Year),"Product ID: 10870,  Year: Random,  Grade: Almost Unc,  Grade Service: None,  Denomination: $1.00,  Mint Mark: Varies,  Metal Content: 0.7734 troy oz,  Purity: .900,  Thickness: 3.1 mm,  Diameter: 38.1 mm,  "
" Product Details  As low as $27.99 per coin Despite their age, these coins are still in beautiful condition and showcase their proud place as a piece of American history. Hold a piece of history in your hand when you add Morgan Dollars to your collection or investment portfolio.  Product Highlights:   Each coin contains .7734 oz of Pure Silver. Individual coins come in protective plastic bags. Multiples of 20 come in plastic tubes. Multiples of 100 come in 100-count bags. Multiples of 500 come in 500-count bags. Obverse: Left facing profile of Liberty. Anna Willess Williams, a teacher and philosophical writer, modeled for this design by George T. Morgan of Lady Liberty. Reverse: Features a bald eagle clutching an olive branch in one talon and a bundle of arrows in the other. Surrounding the eagle is ""United States of America,"" ""One Dollar,"" and ""In God We Trust."" Protect and display your Morgan Dollar Collection in style by adding an attractive album or holder to your order. These coins exhibit the slightest bit of wear and maintain the majority of their original luster. Add these Almost Uncirculated Morgan Silver Dollars to your cart today! Dates on these random year coins will be of our choosing and may or may not vary, determined by stock on hand.    Related Searches  What is 90% Silver?     ",1878-1904 Morgan Silver Dollar AU (Random Year),"Product ID: 166,  Year: Random,  Grade: Almost Unc,  Grade Service: None,  Denomination: $1.00,  Mint Mark: Varies,  Metal Content: 0.7734 troy oz,  Purity: .900,  Thickness: 3.1 mm,  Diameter: 38.1 mm,  "
" Product Details  As low as $34.99 per coin Add value to your investment portfolio or numismatic collection with these Brilliant Uncirculated U.S. Silver Dollars. Each Morgan Dollar is a piece of American history, making it nostalgic as well as valuable.  Product Highlights:   Each coin contains .7734 oz of Pure Silver. Individual coins come in protective plastic bags. Multiples of 20 come in plastic tubes. Multiples of 100 come in 100-count bags. Multiples of 500 come in 500-count bags. Obverse: Left facing profile of Liberty wearing a Phrygian cap adorned with wheat and cotton balls in her hair. Reverse: Bald eagle with outstretched wings clutching an olive branch and arrows in its talons. Protect and display your Morgan Dollar Collection in style by adding an attractive album or holder to your order. These coins exhibit no wear, and retain their original mint luster. Due to their weight, however, most coins will have typical contact marks. Add these Brilliant Uncirculated Morgan Silver Dollars to your cart today! Dates on these random year coins will be of our choosing and may or may not vary, determined by stock on hand. The Morgan Dollar holds a special place in U.S. coinage as it was the first coin to feature Lady Liberty with an American look, rather than the traditional Greek style. Her cap is adorned with wheat and cotton as a tribute to America's agricultural history. The image of the eagle was also updated for the Morgan Dollar, showing a proportionally correct eagle with beautifully designed feathers. He carries an olive branch, showing America's desire for peace, and is perched atop a bundle of arrows, signifying America's readiness to defend her borders against attack. The Morgan Dollar flooded the markets from 1878-1904. Nearly two decades after production halted, the Morgan Dollar was seen again for one year only, in 1921, due to a renewed desire for this iconic, beautiful design.   Related Searches  What is 90% Silver?     Collect Silver Morgan Dollars, coinage of the Wild, Wild West.  Silver Morgan Dollars were used at a time in U.S. history when a cowboy might have sauntered into a saloon and used one of the Silver coins to pay for his drink. Because these Silver Dollars were once circulated, imagining where the Silver coins could have been used and by whom is just part of the fun of owning them. Many who collect the Silver coins for their Wild West appeal, seek out Silver bullion minted by the U.S. Mint in Carson City, Nevada. These U.S. coins bear a “CC” mintmark, and are especially desirable because the Carson City mint had a much lower Silver Dollar mintage than the other four U.S. Mints.    Get the Silver Morgan Dollars you desire when the Silver coins become available.  Buying Silver Morgan Dollars to complete your collection is easier when you take advantage of the APMEX ALERTME button . When the Silver Dollar you desire is out of stock, simply click on the ALERTME button located under the product. If you do not have a Free APMEX account set up yet, you will be prompted to set one up in order to receive a text or email when APMEX receives more Silver Morgan Dollars in stock. With alerts, get the U.S. coins you desire without logging in each day to see if these Silver coins are available.    The Morgan Silver Dollar design is considered among the most beloved U.S. coin designs.      ",1878-1904 Morgan Silver Dollar BU (Random Year),"Product ID: 167,  Year: Random,  Grade: Brilliant Unc,  Grade Service: None,  Denomination: $1.00,  Mint Mark: Varies,  Metal Content: 0.7734 troy oz,  Purity: .900,  Thickness: 3.1 mm,  Diameter: 38.1 mm,  "
